"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000120051",14.2588233905197,0.590658661368676,0.48474748600829,1.2184873122964,0.223038843346429,0.318404943854206,"CFAP58","159686","cilia and flagella associated protein 58"
"ENSG00000147099",202.714404350208,-0.153951684788377,0.126403122560913,-1.21794210197765,0.223245975444194,0.318669806666373,"HDAC8","55869","histone deacetylase 8"
"ENSG00000125651",1544.84393985607,0.0704215427693901,0.0578232589244601,1.21787571436242,0.223271206310909,0.318674990607637,"GTF2F1","2962","general transcription factor IIF subunit 1"
"ENSG00000204681",200.665220235353,0.16743430463159,0.137493346626068,1.2177629590103,0.223314064088047,0.318705330001456,"GABBR1","2550","gamma-aminobutyric acid type B receptor subunit 1"
"ENSG00000066827",202.16717648798,0.163785252387395,0.134514863464452,1.21759966273674,0.223376142664242,0.318763092065792,"ZFAT","57623","zinc finger and AT-hook domain containing"
"ENSG00000173915",756.222064607551,-0.0889074426342894,0.0730421119500439,-1.21720799495908,0.223525089075262,0.318944793444528,"ATP5MD","84833","ATP synthase membrane subunit DAPIT"
"ENSG00000188827",285.507095099102,0.139032040982004,0.114261701259702,1.21678602234359,0.223685639523291,0.319143015716723,"SLX4","84464","SLX4 structure-specific endonuclease subunit"
"ENSG00000119616",720.329481217875,-0.087732966933707,0.0721776322818143,-1.21551461526415,0.22416987794069,0.319802976130047,"FCF1","51077","FCF1, rRNA-processing protein"
"ENSG00000113555",5.81762124403463,0.918373825444872,0.755690469899082,1.21527776520394,0.22426016931944,0.319900854504401,"PCDH12","51294","protocadherin 12"
"ENSG00000116819",2.59942243062754,1.46448851857417,1.2052848001643,1.21505599205644,0.224344736679578,0.319990549591116,"TFAP2E","339488","transcription factor AP-2 epsilon"
"ENSG00000161653",13.4830022886424,0.581070273289011,0.478334886011972,1.21477711595233,0.224451111100613,0.320111328485108,"NAGS","162417","N-acetylglutamate synthase"
"ENSG00000112837",10.4606167989101,-0.688149763367327,0.566550045667016,-1.21463190874365,0.22450651316572,0.320159394475839,"TBX18","9096","T-box 18"
"ENSG00000147509",155.743875383997,-0.177952552728577,0.146548108357864,-1.21429443697782,0.224635309209922,0.320312105159291,"RGS20","8601","regulator of G protein signaling 20"
"ENSG00000136717",491.399697261997,0.104192869248606,0.0858329636189135,1.21390273451593,0.224784868587472,0.320494390330456,"BIN1","274","bridging integrator 1"
"ENSG00000090263",222.447202353341,-0.147402087833758,0.121439839931065,-1.21378690813023,0.22482910690905,0.320526489838257,"MRPS33","51650","mitochondrial ribosomal protein S33"
"ENSG00000169627",4.7282548680522,-0.997608178813641,0.822039390310508,-1.2135770993125,0.224909256387307,0.320609774757327,"BOLA2B","654483","bolA family member 2B"
"ENSG00000105538",4.41813238057247,-1.08054828014304,0.890877500255713,-1.21290332265984,0.225166785154631,0.320945874618049,"RASIP1","54922","Ras interacting protein 1"
"ENSG00000198917",316.326517567388,-0.127231806553721,0.104904957007768,-1.21282930933664,0.225195087124741,0.320955208214686,"SPOUT1","51490","SPOUT domain containing methyltransferase 1"
"ENSG00000168060",6.47894443319765,-0.892564689543463,0.736172573304004,-1.21243947670797,0.225344197238948,0.321122346097812,"NAALADL1","10004","N-acetylated alpha-linked acidic dipeptidase like 1"
"ENSG00000160194",761.090983153847,-0.0866888760667131,0.0715013512511923,-1.21240892024775,0.225355887996255,0.321122346097812,"NDUFV3","4731","NADH:ubiquinone oxidoreductase subunit V3"
"ENSG00000100934",6247.9262867543,-0.0548450085519251,0.0452474170074972,-1.2121135786124,0.225468906635347,0.321250610342733,"SEC23A","10484","Sec23 homolog A, coat complex II component"
"ENSG00000185453",191.467243125411,-0.160692135029175,0.132577716400181,-1.21205991015965,0.225489448333289,0.321250610342733,"ZSWIM9","374920","zinc finger SWIM-type containing 9"
"ENSG00000138028",14.7307606361039,-0.587555792888524,0.484900074771267,-1.21170489232381,0.225625365713494,0.321413212874084,"CGREF1","10669","cell growth regulator with EF-hand domain 1"
"ENSG00000117691",406.848003616122,0.112276893034784,0.0926807098790917,1.21143755999773,0.225727751590387,0.321514148495144,"NENF","29937","neudesin neurotrophic factor"
"ENSG00000103599",16.8836728351176,0.526448421995633,0.43457633505655,1.21140609722139,0.22573980373195,0.321514148495144,"IQCH","64799","IQ motif containing H"
"ENSG00000160783",96.9191844829932,-0.21944540175033,0.181230548014515,-1.21086320244838,0.225947837538097,0.321703544137177,"PMF1","11243","polyamine modulated factor 1"
"ENSG00000115607",0.671257906189604,2.76111783873049,2.28056283463081,1.21071772143366,0.226003608172823,0.321703544137177,"IL18RAP","8807","interleukin 18 receptor accessory protein"
"ENSG00000160870",0.671257906189604,2.76111783873049,2.28056283463081,1.21071772143366,0.226003608172823,0.321703544137177,"CYP3A7","1551","cytochrome P450 family 3 subfamily A member 7"
"ENSG00000135378",0.671257906189604,2.76111783873049,2.28056283463081,1.21071772143366,0.226003608172823,0.321703544137177,"PRRG4","79056","proline rich and Gla domain 4"
"ENSG00000137868",0.671257906189604,2.76111783873049,2.28056283463081,1.21071772143366,0.226003608172823,0.321703544137177,"STRA6","64220","stimulated by retinoic acid 6"
"ENSG00000157322",0.671257906189604,2.76111783873049,2.28056283463081,1.21071772143366,0.226003608172823,0.321703544137177,"CLEC18A","348174","C-type lectin domain family 18 member A"
"ENSG00000100410",300.859424490064,-0.127445659114022,0.105271285879626,-1.21064028095706,0.226033299245663,0.321714769155943,"PHF5A","84844","PHD finger protein 5A"
"ENSG00000051825",257.147038409182,-0.141223102445761,0.11666855342081,-1.21046415940708,0.22610083550916,0.321779852136794,"MPHOSPH9","10198","M-phase phosphoprotein 9"
"ENSG00000163820",1676.37561587263,-0.0647110201708736,0.0534642529802742,-1.21036050376967,0.226140590439523,0.321805388825687,"FYCO1","79443","FYVE and coiled-coil domain containing 1"
"ENSG00000241553",1403.15650129759,-0.0681077386660569,0.0562922130698685,-1.20989627075992,0.226318698401972,0.322027782449869,"ARPC4","10093","actin related protein 2/3 complex subunit 4"
"ENSG00000105246",9.9741410411783,-0.684497200814599,0.56596030641648,-1.20944383034327,0.226492378295802,0.322243833112465,"EBI3","10148","Epstein-Barr virus induced 3"
"ENSG00000113946",7.96093791092778,0.781004517643883,0.646008112161344,1.20897013975704,0.226674317433374,0.322468964962105,"CLDN16","10686","claudin 16"
"ENSG00000138398",854.024927079284,0.084990325907487,0.0703028011275631,1.20891805937112,0.226694327273075,0.322468964962105,"PPIG","9360","peptidylprolyl isomerase G"
"ENSG00000006283",8.19026578489234,0.778434707080824,0.644657034525864,1.20751758747712,0.22723287604177,0.323203880566883,"CACNA1G","8913","calcium voltage-gated channel subunit alpha1 G"
"ENSG00000256683",96.8695581974853,0.218541542246664,0.180995126074217,1.20744434939674,0.227261064680429,0.32321281552873,"ZNF350","59348","zinc finger protein 350"
"ENSG00000118705",6789.32833343587,-0.0484793023253265,0.0401627165328449,-1.20707229267423,0.227404304265107,0.323385359530351,"RPN2","6185","ribophorin II"
"ENSG00000047579",145.192405451414,0.1801172077102,0.149255776057214,1.20676875942915,0.227521210384516,0.323489674744607,"DTNBP1","84062","dystrobrevin binding protein 1"
"ENSG00000186765",11.1051932583937,-0.655244991669904,0.542975121378651,-1.20676798230864,0.227521509748189,0.323489674744607,"FSCN2","25794","fascin actin-bundling protein 2, retinal"
"ENSG00000196781",676.071931178752,-0.0909957984887667,0.0754460081292478,-1.20610487877477,0.227777053941571,0.32382180129639,"TLE1","7088","transducin like enhancer of split 1"
"ENSG00000065029",272.41562304122,0.134359379867394,0.111455900274085,1.20549364849224,0.228012788520127,0.324125704000959,"ZNF76","7629","zinc finger protein 76"
"ENSG00000153790",28.9006803776464,-0.417715916511302,0.346768854211998,-1.20459467866722,0.228359811989712,0.324587732764567,"C7orf31","136895","chromosome 7 open reading frame 31"
"ENSG00000184381",33.4529427688987,0.36594291943516,0.303849465308807,1.20435597628334,0.228452019885212,0.324687515787151,"PLA2G6","8398","phospholipase A2 group VI"
"ENSG00000174109",121.834757330912,0.199917348507366,0.166128491613343,1.20338989757799,0.228825475419896,0.325186964394639,"C16orf91","283951","chromosome 16 open reading frame 91"
"ENSG00000145757",6.74785381004557,-0.843452085393469,0.701029652903302,-1.20316178053286,0.228913721663451,0.325275173604926,"SPATA9","83890","spermatogenesis associated 9"
"ENSG00000204314",17.6430030818396,0.511756374816828,0.425359316620963,1.20311547160222,0.228931639061512,0.325275173604926,"PRRT1","80863","proline rich transmembrane protein 1"
"ENSG00000167985",129.093439498884,0.192293679497451,0.15993811278515,1.20230054080834,0.229247107480843,0.325692038880343,"SDHAF2","54949","succinate dehydrogenase complex assembly factor 2"
"ENSG00000244754",626.369115630268,0.0956854182287034,0.0796015472725715,1.2020547527934,0.229342315344305,0.325795929192169,"N4BP2L2","10443","NEDD4 binding protein 2 like 2"
"ENSG00000109466",301.900597547435,0.126733068068947,0.105439684750814,1.20194847289667,0.229383492385899,0.325823052533123,"KLHL2","11275","kelch like family member 2"
"ENSG00000171509",1.55806755328826,-1.98260147183874,1.65069516885409,-1.20107062118263,0.229723808098947,0.326275035107034,"RXFP1","59350","relaxin family peptide receptor 1"
"ENSG00000123454",4.31337052539658,-1.04242215171937,0.868343340213795,-1.20047232867902,0.229955953140927,0.326573311448766,"DBH","1621","dopamine beta-hydroxylase"
"ENSG00000186792",91.8071597707992,0.233036217034096,0.194147392380792,1.20030567589097,0.230020646225031,0.326633745370943,"HYAL3","8372","hyaluronoglucosaminidase 3"
"ENSG00000113805",242.554312757506,-0.146891649811993,0.122402404761403,-1.20007160070365,0.230111533921686,0.326731360935478,"CNTN3","5067","contactin 3"
"ENSG00000196860",1.51687347340764,-1.95512443185655,1.63039712919908,-1.19917067862907,0.230461586017644,0.327196905321817,"TOMM20L","387990","translocase of outer mitochondrial membrane 20 like"
"ENSG00000107669",467.102513835139,0.1103647717987,0.0920503223254319,1.19896127477447,0.230543003803291,0.327281004340783,"ATE1","11101","arginyltransferase 1"
"ENSG00000205581",2534.77852251034,-0.055603321293484,0.0463846497011868,-1.19874401664526,0.230627496998181,0.32736945263721,"HMGN1","3150","high mobility group nucleosome binding domain 1"
"ENSG00000161980",177.441404159177,0.165450129784573,0.138111740734991,1.19794399016401,0.230938822598978,0.327765959459186,"POLR3K","51728","RNA polymerase III subunit K"
"ENSG00000126878",2.68617077668477,-1.38168745460478,1.15341753926061,-1.19790744251253,0.230953052031973,0.327765959459186,"AIF1L","83543","allograft inflammatory factor 1 like"
"ENSG00000198663",2069.85237272914,-0.063895857630671,0.0533433136677785,-1.19782318040108,0.230985860948057,0.327765959459186,"C6orf89","221477","chromosome 6 open reading frame 89"
"ENSG00000184857",73.2059951617249,-0.254172699983057,0.212199982291923,-1.19779793211006,0.230995692453342,0.327765959459186,"TMEM186","25880","transmembrane protein 186"
"ENSG00000148143",429.016404916556,-0.118403389860913,0.0988670498329087,-1.19760213398723,0.231071944946061,0.327824038430068,"ZNF462","58499","zinc finger protein 462"
"ENSG00000166164",744.268782718407,0.0862638704363933,0.072031899576715,1.19757872474987,0.231081062740457,0.327824038430068,"BRD7","29117","bromodomain containing 7"
"ENSG00000105341",625.326485045797,0.0920421135279694,0.0768779931450518,1.19724917056961,0.231209449766193,0.327974639154928,"DMAC2","55101","distal membrane arm assembly complex 2"
"ENSG00000115318",361.146178915161,0.116479466337343,0.0973942789833786,1.19595799212417,0.231712952537309,0.328657267999948,"LOXL3","84695","lysyl oxidase like 3"
"ENSG00000182890",12.6698911441633,-0.60862387206118,0.508958987173522,-1.19582105316804,0.23176639833555,0.328701474674873,"GLUD2","2747","glutamate dehydrogenase 2"
"ENSG00000177042",242.188218675243,0.139357321519389,0.116584604490883,1.19533211205676,0.231957298200745,0.328940597621472,"TMEM80","283232","transmembrane protein 80"
"ENSG00000180613",0.668128445888822,2.75420279120056,2.30445682111982,1.19516354828562,0.232023137314918,0.328970725345407,"GSX2","170825","GS homeobox 2"
"ENSG00000146090",0.668128445888822,2.75420279120056,2.30445682111982,1.19516354828562,0.232023137314918,0.328970725345407,"RASGEF1C","255426","RasGEF domain family member 1C"
"ENSG00000133460",85.7500311213638,0.230087829137188,0.192876378811197,1.19292901782657,0.232897173583851,0.330167047911619,"SLC2A11","66035","solute carrier family 2 member 11"
"ENSG00000066032",1.02382699474241,2.23643238426218,1.87479866095203,1.19289203200439,0.23291166020497,0.330167047911619,"CTNNA2","1496","catenin alpha 2"
"ENSG00000112365",157.868177936088,-0.172220206494637,0.144400171051262,-1.19265929701357,0.233002832601644,0.330264558766899,"ZBTB24","9841","zinc finger and BTB domain containing 24"
"ENSG00000126767",929.573212451094,0.0824106474551966,0.0691212120418607,1.19226276595508,0.233158229326779,0.330453075455072,"ELK1","2002","ELK1, ETS transcription factor"
"ENSG00000167625",312.702199046183,-0.131902727579137,0.110653730409075,-1.19203145787771,0.233248910681972,0.330549844222631,"ZNF526","116115","zinc finger protein 526"
"ENSG00000197808",53.6345416884459,0.294155307354379,0.246780154740391,1.19197310522731,0.233271791037565,0.330550519109512,"ZNF461","92283","zinc finger protein 461"
"ENSG00000147003",2.11870810524068,1.61716939258524,1.35719777337543,1.19155028420305,0.233437628747807,0.330753747675515,"CLTRN","57393","collectrin, amino acid transport regulator"
"ENSG00000232040",3.25275594477054,1.28362038928618,1.07755722203946,1.19123176294685,0.233562613478432,0.330899058888111,"ZBED9","114821","zinc finger BED-type containing 9"
"ENSG00000204599",120.568427983529,0.205002787081802,0.172131884808147,1.1909634714701,0.233667925320287,0.331016473372589,"TRIM39","56658","tripartite motif containing 39"
"ENSG00000168517",9.9320807784678,-0.689519753492335,0.578996619955209,-1.19088735534531,0.233697809137667,0.331027023427144,"HEXIM2","124790","hexamethylene bisacetamide inducible 2"
"ENSG00000167080",5.66981677357592,-0.889809432324384,0.747505872929989,-1.19037115900723,0.233900543554544,0.331282386445593,"B4GALNT2","124872","beta-1,4-N-acetyl-galactosaminyltransferase 2"
"ENSG00000112559",3.36147317010919,1.18551769791782,0.996395885951535,1.18980589405553,0.234122692451643,0.331430178566121,"MDFI","4188","MyoD family inhibitor"
"ENSG00000177519",0.607266280246463,2.64880037126816,2.22632662171486,1.18976269943171,0.234139674067689,0.331430178566121,"RPRM","56475","reprimo, TP53 dependent G2 arrest mediator homolog"
"ENSG00000221972",0.607266280246463,2.64880037126816,2.22632662171486,1.18976269943171,0.234139674067689,0.331430178566121,"C3orf36","80111","chromosome 3 open reading frame 36"
"ENSG00000163645",0.607266280246463,2.64880037126816,2.22632662171486,1.18976269943171,0.234139674067689,0.331430178566121,"ERICH6","131831","glutamate rich 6"
"ENSG00000095596",0.607266280246463,2.64880037126816,2.22632662171486,1.18976269943171,0.234139674067689,0.331430178566121,"CYP26A1","1592","cytochrome P450 family 26 subfamily A member 1"
"ENSG00000281883",0.607266280246463,2.64880037126816,2.22632662171486,1.18976269943171,0.234139674067689,0.331430178566121,NA,NA,NA
"ENSG00000248098",10.7913844597238,-0.663515126839062,0.557715758890318,-1.18970123447695,0.234163840020694,0.33143258784203,"BCKDHA","593","branched chain keto acid dehydrogenase E1, alpha polypeptide"
"ENSG00000006695",212.131779706752,-0.149420422389013,0.12569892391176,-1.18871679835466,0.234551128033079,0.331931333894756,"COX10","1352","COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor"
"ENSG00000176170",730.458061785622,-0.102621902217856,0.0863318440409587,-1.18869118756653,0.23456120965072,0.331931333894756,"SPHK1","8877","sphingosine kinase 1"
"ENSG00000073146",17.4065845711009,0.506552913812497,0.426294544352486,1.18826975508663,0.234727149490154,0.332116768607623,"MOV10L1","54456","Mov10 RISC complex RNA helicase like 1"
"ENSG00000240747",3.4452391577067,-1.18195169412579,0.994704481663207,-1.18824406234654,0.234737268743412,0.332116768607623,"KRBOX1","100506243","KRAB box domain containing 1"
"ENSG00000103657",1473.46043717787,0.0816123707987794,0.0687027425091104,1.18790557433653,0.234870613300506,0.332273566845879,"HERC1","8925","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1"
"ENSG00000272398",3.64137497727768,1.18887811357747,1.00121108618365,1.18744002137366,0.23505410165096,0.332501267090917,"CD24","100133941","CD24 molecule"
"ENSG00000139190",75.2002313148933,-0.249431734347812,0.210360091908825,-1.18573695269121,0.235726196575974,0.333420027253563,"VAMP1","6843","vesicle associated membrane protein 1"
"ENSG00000121005",23.7362366466371,-0.438796728615007,0.370172595395395,-1.18538415342798,0.235865594272327,0.333585216439217,"CRISPLD1","83690","cysteine rich secretory protein LCCL domain containing 1"
"ENSG00000152133",310.869110870501,0.124138714633344,0.104752607312816,1.18506563051587,0.235991498816859,0.333731292393745,"GPATCH11","253635","G-patch domain containing 11"
"ENSG00000119596",1733.88893179402,-0.0628702989361493,0.0530710013113307,-1.18464504875898,0.23615781762055,0.333934487365688,"YLPM1","56252","YLP motif containing 1"
"ENSG00000167614",5.3230929335909,0.954246636846875,0.80630730335996,1.18347760570993,0.236619916671896,0.334555845766858,"TTYH1","57348","tweety family member 1"
"ENSG00000129295",2.59048490948624,1.37377690673655,1.16110523978407,1.18316312739406,0.236744503168918,0.334699923318725,"LRRC6","23639","leucine rich repeat containing 6"
"ENSG00000166261",157.794872153411,0.168645414051765,0.142576738072026,1.18283961558,0.236872716837681,0.334849100720816,"ZNF202","7753","zinc finger protein 202"
"ENSG00000188938",324.196662082324,0.126060704978108,0.106582898578001,1.18274795168806,0.236909053841788,0.334868382868533,"FAM120AOS","158293","family with sequence similarity 120A opposite strand"
"ENSG00000204574",2005.44209423789,0.0657386796635026,0.0556736581387787,1.18078606402394,0.237687721604769,0.335936837298281,"ABCF1","23","ATP binding cassette subfamily F member 1"
"ENSG00000196338",6.72958166948358,0.813511144745961,0.689142838770999,1.18046811049616,0.237814086500875,0.336083240635432,"NLGN3","54413","neuroligin 3"
"ENSG00000121454",19.0690669310687,0.49279611184399,0.4176880726292,1.1798184916845,0.238072413261072,0.336416089000465,"LHX4","89884","LIM homeobox 4"
"ENSG00000067992",19.4568178616758,-0.471578756971738,0.399827868321068,-1.17945444611443,0.238217265850758,0.336588540544157,"PDK3","5165","pyruvate dehydrogenase kinase 3"
"ENSG00000169031",1.09000795648235,2.24084446350818,1.9015389266278,1.17843733416602,0.238622301232377,0.337096268899127,"COL4A3","1285","collagen type IV alpha 3 chain"
"ENSG00000175489",1.09000795648235,2.24084446350818,1.9015389266278,1.17843733416602,0.238622301232377,0.337096268899127,"LRRC25","126364","leucine rich repeat containing 25"
"ENSG00000123066",1623.53330202932,0.0700043349181653,0.0594188314182312,1.1781506510188,0.23873655224254,0.337225379778501,"MED13L","23389","mediator complex subunit 13 like"
"ENSG00000168404",106.844978442813,-0.202186066783632,0.171626876184516,-1.17805597397381,0.238774292090591,0.337239336456796,"MLKL","197259","mixed lineage kinase domain like pseudokinase"
"ENSG00000157191",1371.8429317135,-0.0664601909066216,0.0564172834968702,-1.17801118358186,0.23879214775411,0.337239336456796,"NECAP2","55707","NECAP endocytosis associated 2"
"ENSG00000139899",37.092611976342,-0.35484526245362,0.301341248888591,-1.17755290310358,0.238974895136412,0.337465122783559,"CBLN3","643866","cerebellin 3 precursor"
"ENSG00000150510",1.86909680063114,-1.57840173077835,1.34054725039801,-1.17743088153716,0.23902357000602,0.337501555351595,"FAM124A","220108","family with sequence similarity 124 member A"
"ENSG00000166359",12.7989012486406,-0.58587783748034,0.497794883863673,-1.17694628143424,0.239216947884392,0.337742282209217,"WDR88","126248","WD repeat domain 88"
"ENSG00000155962",3.31969325463293,1.19476969632759,1.01541114725394,1.17663637981393,0.239340670813674,0.337884628952727,"CLIC2","1193","chloride intracellular channel 2"
"ENSG00000164164",1011.56978208062,-0.0779659249344169,0.0662666981971884,-1.17654760317792,0.239376121683793,0.337902343984183,"OTUD4","54726","OTU deubiquitinase 4"
"ENSG00000214700",0.652013671075745,2.72969550290691,2.3202728185139,1.17645454496822,0.239413286275306,0.337922474476788,"C12orf71","728858","chromosome 12 open reading frame 71"
"ENSG00000144867",1436.94922155542,-0.0690886064498972,0.0587400853103056,-1.17617477204746,0.239525043495042,0.338047875619462,"SRPRB","58477","SRP receptor beta subunit"
"ENSG00000155066",2.04375160730721,1.52976770156596,1.30071319303065,1.17609916602876,0.239555251152637,0.338058170780105,"PROM2","150696","prominin 2"
"ENSG00000108591",378.829686630329,0.121701430597771,0.10355778956618,1.17520305432935,0.23991348857711,0.338531332294059,"DRG2","1819","developmentally regulated GTP binding protein 2"
"ENSG00000065457",406.663865291792,0.108590290693086,0.0924141524729967,1.17503962095866,0.239978864821526,0.338591199347498,"ADAT1","23536","adenosine deaminase, tRNA specific 1"
"ENSG00000159445",141.673888859084,-0.194200775548638,0.165300582155488,-1.17483419003307,0.240061058642697,0.338670993458897,"THEM4","117145","thioesterase superfamily member 4"
"ENSG00000142910",4.81722121381793,1.0174724976912,0.866093596218279,1.17478353625279,0.24008132849306,0.338670993458897,"TINAGL1","64129","tubulointerstitial nephritis antigen like 1"
"ENSG00000131381",623.24547069648,-0.0953085927456431,0.0811991113899922,-1.17376398724223,0.240489572434733,0.339214450449526,"RBSN","64145","rabenosyn, RAB effector"
"ENSG00000221994",17.4299169481965,-0.501692038799711,0.427462681975008,-1.17365108102944,0.240534811973614,0.339245828874745,"ZNF630","57232","zinc finger protein 630"
"ENSG00000198829",4.9162260883587,0.985284017812149,0.83989964954982,1.17309730792274,0.240756785960806,0.33952644045744,"SUCNR1","56670","succinate receptor 1"
"ENSG00000121486",325.370888350471,0.119903485193837,0.102225017305842,1.17293680503965,0.240821148774935,0.339584749022785,"TRMT1L","81627","tRNA methyltransferase 1 like"
"ENSG00000212123",9.10009070790555,-0.698552824744423,0.595920961028345,-1.17222395322187,0.2411071539348,0.339955557067473,"PRR22","163154","proline rich 22"
"ENSG00000197558",3.34864984054466,1.15792561523582,0.988398076108965,1.17151747178044,0.241390839115651,0.340323023441215,"SSPO","23145","SCO-spondin"
"ENSG00000109927",6.39657060732605,-0.841170998145504,0.718956727616747,-1.16998835372733,0.242005655649536,0.341154845132713,"TECTA","7007","tectorin alpha"
"ENSG00000154678",669.535125199846,-0.0951911681939842,0.081364487483293,-1.16993508025882,0.24202709529647,0.341154845132713,"PDE1C","5137","phosphodiesterase 1C"
"ENSG00000188177",87.8827913345907,0.221057176951563,0.188983043357027,1.16971963740652,0.242113812848701,0.34124447791075,"ZC3H6","376940","zinc finger CCCH-type containing 6"
"ENSG00000170100",136.285194356689,-0.186101314221696,0.159111285429401,-1.16962988338291,0.242149946044086,0.34126280484616,"ZNF778","197320","zinc finger protein 778"
"ENSG00000187609",103.730147852422,0.208960450027208,0.178758214466527,1.16895579121114,0.242421443464901,0.34161279626372,"EXD3","54932","exonuclease 3'-5' domain containing 3"
"ENSG00000127419",257.379750340517,-0.132388563401635,0.113288639822263,-1.16859522375181,0.242566753498454,0.341784918452507,"TMEM175","84286","transmembrane protein 175"
"ENSG00000187775",13.2947845989293,0.568389032569141,0.486517415836154,1.16828095781993,0.242693453792373,0.341930788507704,"DNAH17","8632","dynein axonemal heavy chain 17"
"ENSG00000176927",4.90432748700466,-0.938968459762437,0.803827850938799,-1.16812133178243,0.24275782687051,0.34198882628163,"EFCAB5","374786","EF-hand calcium binding domain 5"
"ENSG00000278662",9.7833361116257,0.679417378995097,0.581784813645327,1.16781559617898,0.242881155696437,0.342129899861107,"GOLGA6L10","647042","golgin A6 family-like 10"
"ENSG00000160226",115.320174749996,0.2011481375306,0.172337470160689,1.16717587500296,0.243139351422689,0.342460906051586,"C21orf2","755","chromosome 21 open reading frame 2"
"ENSG00000177459",10.8712770293573,-0.638202054573676,0.546851692137739,-1.16704778233168,0.243191073650822,0.342501059626215,"ERICH5","203111","glutamate rich 5"
"ENSG00000143226",1.52252146084361,1.82424463072005,1.56453850643572,1.16599535467873,0.243616323639228,0.343049129707192,"FCGR2A","2212","Fc fragment of IgG receptor IIa"
"ENSG00000100918",14.4145612381136,0.548989505997042,0.47084374982048,1.16596961562378,0.243626730450858,0.343049129707192,"REC8","9985","REC8 meiotic recombination protein"
"ENSG00000132670",1116.1939121001,0.0746232457092968,0.0640160939324783,1.16569507955307,0.243737750274262,0.343172704222393,"PTPRA","5786","protein tyrosine phosphatase, receptor type A"
"ENSG00000269964",0.976826252377702,-2.29139614933304,1.96694027021338,-1.16495461709392,0.244037363558409,0.34356176163557,"MEI4","101928601","meiotic double-stranded break formation protein 4"
"ENSG00000083454",31.9579532886188,-0.366689782396098,0.314960957729766,-1.16423884737713,0.244327231188621,0.343937025947611,"P2RX5","5026","purinergic receptor P2X 5"
"ENSG00000212916",37.3418463910826,-0.339733435951913,0.291841977533517,-1.16410065071223,0.244383224980422,0.343978059270308,"MAP10","54627","microtubule associated protein 10"
"ENSG00000167969",236.5266963991,-0.140812056975636,0.120967171427343,-1.16405182756722,0.244403009036915,0.343978059270308,"ECI1","1632","enoyl-CoA delta isomerase 1"
"ENSG00000196405",422.574501627879,-0.117773252785692,0.101252438669449,-1.16316460456007,0.244762724373423,0.344451472282095,"EVL","51466","Enah/Vasp-like"
"ENSG00000043143",715.532788212246,-0.0917951890433421,0.0789239874942412,-1.16308351817678,0.244795618525816,0.344464907556499,"JADE2","23338","jade family PHD finger 2"
"ENSG00000063169",232.85732797663,-0.13759485268923,0.118447804202502,-1.16164967021249,0.245377797328238,0.345251194142745,"BICRA","29998","BRD4 interacting chromatin remodeling complex associated protein"
"ENSG00000182224",11.9356104004463,0.599634546062282,0.516227598198074,1.16157010619995,0.245410130761102,0.34526376172874,"CYB5D1","124637","cytochrome b5 domain containing 1"
"ENSG00000178127",8.70170218133984,0.698644306319921,0.601606784812693,1.1612972525525,0.245521036441526,0.345386858472375,"NDUFV2","4729","NADH:ubiquinone oxidoreductase core subunit V2"
"ENSG00000164049",1.02695645504319,2.23994979889113,1.92939455459098,1.16095994650819,0.245658188400163,0.345546850191248,"FBXW12","285231","F-box and WD repeat domain containing 12"
"ENSG00000182150",307.667829265738,-0.124203933083278,0.107047960885121,-1.16026435306477,0.245941193163723,0.345911950804344,"ERCC6L2","375748","ERCC excision repair 6 like 2"
"ENSG00000123154",55.7674093191773,0.28107934685935,0.24230843899141,1.16000642829165,0.246046188879935,0.346004181376715,"WDR83","84292","WD repeat domain 83"
"ENSG00000137996",915.454439462374,-0.0775949111997918,0.0668928539564417,-1.15998804969988,0.246053671614782,0.346004181376715,"RTCA","8634","RNA 3'-terminal phosphate cyclase"
"ENSG00000185955",3.34552038024388,1.15599662559008,0.997205166153642,1.1592364989934,0.246359797688487,0.346401644438763,"C7orf61","402573","chromosome 7 open reading frame 61"
"ENSG00000160781",7.97343396069713,0.72624612447388,0.626532963848945,1.15915070136513,0.246394762253121,0.346417793242095,"PAQR6","79957","progestin and adipoQ receptor family member 6"
"ENSG00000128408",0.957582017263843,-2.29089980084399,1.97665573687998,-1.15897763991014,0.246465299474589,0.34648394744622,"RIBC2","26150","RIB43A domain with coiled-coils 2"
"ENSG00000196263",122.955699787458,0.187742272358758,0.162043393966169,1.15859257056758,0.246622298660182,0.346671626756128,"ZNF471","57573","zinc finger protein 471"
"ENSG00000166272",890.352775368113,0.0821500452743138,0.0709301290388938,1.15818265647406,0.24678950444996,0.346873616143156,"WBP1L","54838","WW domain binding protein 1 like"
"ENSG00000078369",9946.04557263681,0.044320237104915,0.0382760461716535,1.15791053512047,0.246900547815893,0.346996635785453,"GNB1","2782","G protein subunit beta 1"
"ENSG00000106538",14.1230077725719,0.57463489275879,0.496561963204337,1.15722696327895,0.247179644346087,0.347355793188129,"RARRES2","5919","retinoic acid receptor responder 2"
"ENSG00000183153",3.62542218741236,1.1587021274986,1.00139367805127,1.15708951723508,0.247235789057108,0.347401603023673,"GJD3","125111","gap junction protein delta 3"
